"Item","Part No.","Description","Qty."
"1","09440011","Decal, Label-Lanyard anchorage point","4"
"2","09340001","Decal, Notice-Keep the manual with the machine","1"
"3","09440001","Decal, Danger-General safety rules","1"
"4","09440003","Decal, Danger-Tip-over hazard, tilt-alarm","1"
"5","09340070","Decal, Symbols-Non operating hand position","3"
"6","09340003","Decal, Instructions-Refer the operator to the instructions 
for use","2"
"7","09440013","Decal, Label-Capacity 380kg (JCPT0808HA/AC)","1"
"","09440300","Decal, Label-Capacity 540kg (JCPT0812HA/AC)","1"
"","09440014","Decal, Label-Capacity 230kg (JCPT1008HA/AC)","1"
"","09440015","Decal, Label-Capacity 450kg (JCPT1012HA/AC)","1"
"","09440016","Decal, Label-Capacity 320kg (JCPT1212HA/AC)","1"
"","09440017","Decal, Label-Capacity 320kg (JCPT1412HA/AC)","1"
"","09440038","Decal, Label-Capacity 250kg (JCPT1612HA/AC, 
JCPT1612HAS/ACS)","1"
"","09440475","Decal, Label-Capacity 250kg (JCPT1614HA/AC)","1"
"8","09440005","Decal, Warning-Use indoors only (JCPT1008HA/AC, 
JCPT1412HA/AC, JCPT1612HA/AC, JCPT1612HAS/ACS)","1"
"9","09430003","Decal, Danger-Keep away from moving parts 
(JCPT0808HA/AC, JCPT0812HA/AC, JCPT1008HA/AC, 
JCPT1012HA/AC, JCPT1212HA/AC)","3"
"","09430003","Decal, Danger-Keep away from moving parts 
(JCPT1412HA/AC, JCPT1612HA/AC, 
JCPT1612HAS/ACS, JCPT1614HA/AC)","5"
"10","09430001","Decal, Danger-Safety arm (JCPT0808HA/AC, 
JCPT0812HA/AC,JCPT1008HA/AC, JCPT1012HA/AC, 
JCPT1212HA/AC)","2"
"","09430001","Decal, Danger-Safety arm (JCPT1412HA/AC, 
JCPT1612HA/AC, JCPT1612HAS/ACS, JCPT1614HA/AC)","4"
"11","09310001","Decal, Instructions-Forklift pockets","2"
"12","09310003","Decal, Instructions-Tie down point","4"
"13","09310002","Decal, Instructions-Lift point","4"
"14","09310008","Decal, Instructions-Maximum wheel load 1000kg 2200 lbs 
(JCPT0808HA/AC, JCPT0812HA/AC)","4"
