"Item","Part No.","Description","Qty."
"27","10000265","Pothole pusher","2"
"28","00002877","Bolt  QC/T 340  M10×35","8"
"29","00005413","Bolt  GB/T 16674  M10×40","2"
"30","00000220","8902-10080  Pin","4"
"31","00000595","895-38.1×220  Pin","4"
"32","00000787","Circlips 
JB/ZQ 4342-38","20"
"33","10014460","Cable bridge","2"
"34","00000566","898-38.1×206.5  Pin","4"
"35","10000257","Spacer sleeve","4"
"36","00000438","8813-38.1×44.45×31.75  Bearing","40"
"37","10011771","Clamp","7"
"38","10000254","Washer","17"
"39","10019583","Inner arm 1","1"
"40","10002371","Pin","1"
"41","10000753","Outer arm 1 (JCPT1612HA/AC)","1"
"","10000774","Outer arm 1 (JCPT1614HA/AC)","1"
"42","00000539","Hose clamp","2"
"43","10000047","Base plate","2"
"44","00002575","Nut  GB/T 6183.1  M8","2"
"45","00002089","Bolt  GB/T 5782  M8×50","2"
"46","","Lower lift cylinder assembly (without seal kit) (refer to 
401.1)","1"
"47","10000260","Safety arm bushing","4"
"48","10000259","Safety arm","4"
"49","00005263","Bolt  QC/T 340  M10×30","6"
"50","","Upper lift cylinder assembly (without seal kit) (refer to 
402.1)","1"
"51","10000766","Inner arm 4","1"
"52","10028350","Inner arm 5","1"
"53","10000264","Block","48"
