"Item","Part No.","Description","Qty."
"1","00008020","ECU Harness","1"
"2","00008038","Lowering valve harness (JCPT0808HA, JCPT0812HA, 
JCPT1008HA, JCPT1012HA)","1"
"","00008037","Lowering valve harness (JCPT1212HA)","1"
"3","00008040","Pressure sensor harness (JCPT0808HA, JCPT0812HA, 
JCPT1008HA, JCPT1012HA, JCPT1212HA) (matching with 
00007393 pressure sensor)","1"
"","00008373","Pressure sensor harness (JCPT0808HA, JCPT0812HA, 
JCPT1008HA, JCPT1012HA, JCPT1212HA) (matching with 
00000696 pressure sensor)","1"
"4","00007728","Platform control box harness (JCPT0808HA)","1"
"","00008450","Platform control box harness (JCPT0812HA)","1"
"","00007726","Platform control box harness (JCPT1008HA)","1"
"","00007722","Platform control box harness (JCPT1012HA)","1"
"","00007705","Platform control box harness (JCPT1212HA)","1"
"5","00008036","Limit switch harness (JCPT0808HA, JCPT1008HA)","1"
"","00008035","Limit switch harness (JCPT0812HA, JCPT1012HA, 
JCPT1212HA)","1"
"6","00007496","Power harness","1"
"7","00007677","Power harness","1"
"8","00008058","Battery harness (JCPT0808HA, JCPT1008HA)","1"
"","00008029","Battery harness (JCPT0812HA, JCPT1012HA, 
JCPT1212HA)","1"
"9","00007356","Power harness","1"
"10","00010587","Battery harness","2"
"11","00010586","Battery harness","1"
