"Item","Part Number","Description","Qty.","Remark"
"1","00000995","Bolt  GB/T 5783  M8 × 30","8",""
"2","00000609","Spring Washer  GB/T 93  8","10",""
"3","00000608","Flat Washer  GB/T 97.1  8","18",""
"4","50000027","Cable Tube","1","BA16NE"
"","50001074","Cable Tube","1","BA18NE"
"5","50000364","Plate, Weldment","2",""
"6","00001163","Nut  GB/T 6182  M8","8",""
"7","50000368","Pad, Rubber","2",""
"8","50000367","Plate, Clamp","4",""
"9","00000744","Screw  GB/T 70  M8 × 40","2",""
"10","00000683","Bolt  GB/T 5783  M10 × 30","4",""
"11","00000679","Spring Washer  GB/T 93  10","8",""
"12","00000615","Flat Washer  GB/T 97.1  10","12",""
"13","00000623","Nut  GB/T 6182  M10","4",""
"14","50003091","Carrier","1","BA16NE"
"","50001078","Carrier","1","BA18NE"
"15","50000031","Cable Track Carrier Weldment","1","BA16NE"
"","50001076","Cable Track Carrier Weldment","1","BA18NE"
"16","00000674","Bolt  GB/T 5783  M10 × 20","4",""
