"Item","Part Number","Description","Qty.","Remark"
"1","50000005","Mid Lifting Cylinder Assembly","1",""
"2","00001860","Bolt  GB/T 5782  M8 × 70","4",""
"3","00000609","Spring Washer  GB/T 93  8","4",""
"4","00000608","Flat Washer  GB/T 97.1  8","4",""
"5","00001291","Fitting, Straight","2",""
"6","00003852","Body","1",""
"7","00002999","Plug","1",""
"8","00003435","Cartridge, Valve (Counterbalance)","2",""
"9","00001833","Fitting, 90°","1",""
"10","00001290","Fitting, Straight","1",""
"11","00001709","O-Ring","2",""
"12","50003438","Seal Kit 110/63","1",""
