"Item","Part Number","Description","Qty.","Remark"
"1","00000684","Bolt  GB/T 5783  M10 × 35","4",""
"2","00000679","Spring Washer  GB/T 93  10","4",""
"3","00000615","Flat Washer  GB/T 97.1  10","14",""
"4","00000623","Nut  GB/T 6182  M10","8",""
"5","00000220","8902-10080 Pin, Lock","4",""
"6","00000045","897-30243 Pin, Pivot","1",""
"7","00001981","Rotate Cylinder Assembly","1",""
"8","00000046","897-30300 Pin, Pivot","1",""
"9","00002067","Bolt  GB/T 5782  M20 × 260","1",""
"10","00002238","Screw  GB/T 70  M10 × 35","6",""
"11","00002065","Load Sensor","1",""
"12","00001050","Flat Washer  GB/T 97.1  20","1",""
"13","00002066","Nut  GB/T 6170  M20","2",""
"14","00002923","Bolt  GB/T 5783  M12 × 55","8",""
"15","00000814","Flat Washer  GB/T 97.1  12","8",""
"16","50000684","Support","1",""
"17","10000041","Plate, Rubber","2",""
"18","00000614","Screw  GB/T 70  M10 × 60","4",""
"19","92100049","Washer","4",""
