"Item","Part Number","Description","Qty.","Remark"
"1","00001852","Screw  GB/T 70  M12 × 55","12",""
"2","00000815","Spring Washer  GB/T 93  12","12",""
"3","00000814","Flat Washer  GB/T 97.1  12","12",""
"4","50000825","Pin, Pivot","2",""
"5","00000428","8813-506060 Sleeve Bearing","4",""
"6","50000738","Rod, Connection","1","BA16NE"
"","50001059","Rod, Connection","1","BA18NE"
"7","00001041","Bolt  GB/T 5783  M10 × 40","1",""
"8","00000679","Spring Washer  GB/T 93  10","1",""
"9","00000615","Flat Washer  GB/T 97.1  10","1",""
"10","00003089","8902-16095B Pin, Lock","1",""
"11","00000131","895-50301 Pin, Pivot","1",""
"12","00000774","Screw  GB/T 70  M6 × 20","4",""
"13","00000621","Spring Washer  GB/T 93  6","6",""
"14","00002583","Flat Washer  GB/T 96.1  6","6",""
"15","00002895","Bolt  GB/T 5783  M6 × 35","2",""
"16","00000620","Flat Washer  GB/T 97.1  6","2",""
"17","00000750","Switch, Limit","1",""
"18","50000294","Plate, Bracket","1",""
"19","00001033","Nut  GB/T 6182  M6","2",""
