"Item","Part Number","Description","Qty.","Remark"
"1","00000683","Bolt  GB/T 5783  M10 × 30","1",""
"2","00000679","Spring Washer  GB/T 93  10","2",""
"3","00000615","Flat Washer  GB/T 97.1  10","2",""
"4","00000219","8902-10060 Pin, Lock","1",""
"5","00000098","895-35208 Pin, Pivot","1",""
"6","00000678","Bolt  GB/T 5783  M10 × 25","1",""
"7","00000220","8902-10080 Pin, Lock","1",""
"8","00000416","8813-354535 Sleeve Bearing","2",""
"9","50000813","Junction","1",""
"10","00006962","895-40125 Pin, Pivot","1",""
"11","00000936","Circlips  GB/T 894.1-35","2",""
"12","00000089","899-35174 Pin, Pivot","1",""
"13","","Slave Cylinder Assembly (Refer to 5-7)","1",""
