"Item","Part Number","Description","Qty.","Remark"
"1","00009832","Lithium Battery（B）","1",""
"2","00002046","Bolt  GB/T 5783  M12 × 35","12",""
"3","00000815","Spring Washer  GB/T 93  12","12",""
"4","00000814","Flat Washer  GB/T 97.1  12","12",""
"5","00001163","Nut  GB/T 6182  M8","18",""
"6","00000608","Flat Washer  GB/T 97.1  8","18",""
"7","50000888","Rod, Hold-Down","8",""
"8","50000881","Box, Battery","1",""
"9","50007429","Bracket","1",""
"10","00001059","Screw  GB/T 70  M10 × 30","4",""
"11","00000679","Spring Washer  GB/T 93  10","4",""
"12","00001028","Flat Washer  GB/T 96.1  10","4",""
"13","00009651","Charger","1",""
"14","00000876","Screw  GB/T 70  M6 × 16","4",""
"15","00000621","Spring Washer  GB/T 93  6","4",""
"16","00000620","Flat Washer  GB/T 97.1  6","12",""
"17","00007381","Dc Power Supply","1",""
"18","00001033","Nut  GB/T 6182  M6","4",""
"19","00000743","Bolt  GB/T 5783  M6 × 20","4",""
"20","00002319","Screw  GB/T 818  M5 × 10 - H","2",""
"21","10014940","Cover","1",""
"22","00004882","Battery","1",""
"23","50007427","Plate","1",""
"24","50007425","Box, Battery","1",""
"25","00009831","Lithium Battery（A）","1",""
