"Item","Part Number","Description","Qty.","Remark"
"23","00002921","Fitting, Straight","7",""
"24","00001832","Fitting, 90°","5",""
"25","50004024","Hose Assembly","2",""
"26","00001769","Fitting, Straight","2",""
"27","50003980","Hose Assembly","1",""
"28","50003900","Hose Assembly","1",""
"29","50003574","Hose Assembly","1","BA16NE"
"","50004902","Hose Assembly","1","BA18NE"
"30","00002135","Fitting, Straight","2",""
"31","50007549","Hose Assembly","2","BA16NE"
"","50007560","Hose Assembly","2","BA18NE"
"32","00001238","Fitting, Tee","1",""
"33","50005780","Steel Tube","1",""
"34","50005781","Steel Tube","1",""
"35","50007551","Hose Assembly","1","BA16NE"
"","50004898","Hose Assembly","1","BA18NE"
