"Item","Part Number","Description","Qty.","Remark"
"1","50000866","Right Hood","1",""
"2","50000867","Plate, Bracket","1",""
"3","00000608","Flat Washer  GB/T 97.1  8","8",""
"4","00000609","Spring Washer  GB/T 93  8","8",""
"5","00000875","Bolt  GB/T 5783  M8 × 20","8",""
"6","00000743","Bolt  GB/T 5783  M6 × 20","11",""
"7","00000621","Spring Washer  GB/T 93  6","15",""
"8","00002583","Flat Washer  GB/T 96.1  6","8",""
"9","10000480","Lock","1",""
"10","00000620","Flat Washer  GB/T 97.1  6","7",""
"11","50000479","Nut","1",""
"12","50000043","Plate","1",""
"13","50000478","Pin","1",""
"14","50000042","Plate","1",""
"15","50000524","Doorknob","1",""
"16","00001163","Nut  GB/T 6182  M8","2",""
"17","00000775","Bolt  GB/T 5783  M6 × 30","4",""
"18","50000827","Spring, Gas","1",""
