"Item","Part Number","Description","Qty.","Remark"
"1","09310049","Decal, Instructions-Lift point","4",""
"2","09410118","Decal, Symbols-Hand crushing hazard","2",""
"3","09410031","Decal, Warning-Do not stepping","4",""
"4","09310050","Decal, Instructions-Tie down point","4",""
"5","09310203","Decal, Instructions-Maximum wheel load 
3470kg","4","BA16NE"
"","09310199","Decal, Instructions-Maximum wheel load 
3830kg","4","BA18NE"
"6","09410032","Decal, Warning-Explosion/fire hazard","3",""
"7","09420007","Decal, Warning-Prohibit unauthorized 
operation","1",""
"8","09140009","Decal, Platform control panel","1",""
"9","09140007","Decal, Platform control panel","1",""
"10","09140011","Decal, Platform control panel","1",""
"11","09140012","Decal, Emergency stop panel","1",""
"12","09140008","Decal, Platform control panel","1",""
"13","09140010","Decal, Platform control panel","1",""
"14","09340070","Decal, Symbols-Non operating hand 
position","2",""
"15","09440059","Decal, Label-Lanyard anchorage point","4",""
"16","09420005","Decal, Warning-Crushing hazard","5",""
"17","09440057","Decal, Warning-Footswitch","1",""
"18","09440055","Decal, Label-Capacity 230kg","1",""
"19","09340001","Decal, Notice-Keep the manual with the 
machine","1",""
"20","09340016","Decal, Instructions-Open/close","1",""
"21","09440061","Decal, Danger-General safety rules","1",""
"22","09310051","Decal, Instructions-Directional arrows","2",""
"23","09310056","Decal, Notice-Battery charging instructions","1",""
"24","09210006","Nameplate, Manufacturer serial number","1",""
"25","09310006","Decal, Notice-Main power switch operation","1",""
