"Item","Part Number","Description","Qty.","Remark"
"1","00000995","Bolt  GB/T 5783  M8 × 30","2",""
"2","00000609","Spring Washer  GB/T 93  8","3",""
"3","00000608","Flat Washer  GB/T 97.1  8","8",""
"4","00000994","Nut  GB/T 889.1  M8","2",""
"5","50000620","Bracket","1",""
"6","00000505","Directional Valve Assembly (Refer to 3-18)","1",""
"7","00000775","Bolt  GB/T 5783  M6 × 30","2",""
"8","00000621","Spring Washer  GB/T 93  6","4",""
"9","00000620","Flat Washer  GB/T 97.1  6","4",""
"10","00001851","Bolt  GB/T 5783  M8 × 60","2",""
"11","00001163","Nut  GB/T 6182  M8","1",""
"12","50000581","Clamp","1",""
"13","50002764","Wheel, Nylon","1",""
"14","00003146","Bolt  GB/T 5782  M8 × 110","1",""
"15","00000619","Bolt  GB/T 5783  M6 × 25","2",""
"16","50000580","Cover","1",""
"17","50000579","Plate, Seal","1",""
