"序号","物料编码","名称及规格","版本","件数","备注"
"25","1040301515","垫圈","A","20","GB/T97.1-2002"
"26","1040302493","垫圈","B","2","GB/T97.1-2002"
"27","1040300771","垫圈","A","10","GB/T97.1-2002"
"28","1040200741","螺母","A","2","GB/T889.1-2000"
"29","1040004518","螺栓","A","2","GB/T5783-2000"
"30","1040201484","螺母","A","2","GB/T6170-2000"
"31","00771100300860000","支架焊件","A","1",""
"32","1040002555","螺栓","A","2","GB/T5783-2000"
"33","00771100300801141","绳头","A","2",""
"34","1040300074","垫圈","A","1","GB/T97.1-2002"
"35","00771100300850000","挡板焊件","D","1",""
"36","00771100300801100","销轴II","B","1",""
"37","1040500394","开口销","A","3","GB/T91-2000"
"38","00771100300801081","摆动支座","A","1",""
"39","00771100300801040","防止转动板","A","1",""
"40","00771100300801090","销轴I","B","2",""
"63","02551700340801011","伸臂钢丝绳","A","2",""
