"序号","物料编码","名称及规格","版本","件数","备注"
"25","1040301515","垫圈","A","20","GB/T97.1-2002"
"42","1040302489","垫圈","B","15","GB/T97.1-2002"
"45","00771600301001460","耐磨垫片Ⅰ","B","6",""
"63","02551700340801011","伸臂钢丝绳","A","2",""
"129","1040200113","螺母","A","6","GB/T6170-2000"
"130","1040002275","螺栓","B","4","GB/T5782-2000"
"131","00771400310001010","免润滑轴承","B","2",""
"132","1040004517","螺栓","A","1","GB/T5783-2000"
"133","1040007512","螺栓","A","2","GB/T5782-2000"
"134","02551700340830000","伸臂滑轮支架","A","1",""
"135","1040302490","垫圈","B","4","GB/T97.1-2002"
"136","1040002437","螺栓","A","4","GB/T5783-2000"
"137","1040302512","垫圈","A","4","GB/T96.1-2002"
"138","02551500300801040","滑轮侧滑块","A","2",""
"139","00771400300870001","销轴Ⅱ","A","1",""
"140","02551700340801050","臂头滑块","A","1",""
"141","00771100300840001","伸臂滑轮","B","1",""
