"序号","物料编码","名称及规格","版本","件数","备注"
"1","02551705220601013","底盘液压件安装","A","1",""
"2","1040004029","螺栓","A","8","GB/T5783-2000"
"3","1040302490","垫圈","B","8","GB/T97.1-2002"
