"序号","物料编码","名称及规格","版本","件数","备注"
"1","02551700860200000","转台焊件","A","1",""
"8","1040301515","垫圈","A","16","GB/T97.1-2002"
"33","1040004519","螺栓","A","11","GB/T5783-2000"
"44","1040302489","垫圈","B","26","GB/T97.1-2002"
"60","1040004565","螺栓","A","15","GB/T5783-2016"
"87","00771400800001170","齿轮罩壳","B","1",""
"88","1040002433","螺栓","A","3","GB/T5783-2000"
"89","00771400800001090","弯板","B","1",""
"90","02551700800001100","中回固定板","B","1",""
"91","1040104087","螺钉","A","1","GB/T70.1-2000"
"92","00771400800001010","转台止动销","C","1",""
"93","1040301502","垫圈","A","3","GB/T93-1987"
