"序号","物料编码","名称及规格","版本","件数","备注"
"1","1040302502","垫圈","A","45","GB/T1230-1991"
"2","1040005853","螺栓","A","40","GB/T1228-1991"
"3","1031500350","回转支承","C","1",""
