"序号","物料编码","名称及规格","版本","件数","备注"
"44","1040302489","垫圈","B","26","GB/T97.1-2002"
"60","1040004565","螺栓","A","15","GB/T5783-2016"
"78","02551700860001140","安装支架","A","1",""
"79","1040000574","螺栓","B","2","GB/T5783-2016"
"80","02551500800001011","橡胶垫","B","2",""
"81","00771400800001150","垫片","A","4",""
"82","02551500820001090","电控箱支架I","A","1",""
"83","02551700800001011","散热器支架I","A","1",""
"84","02551700800001012","散热器支架II","A","1",""
"85","00771600810001050","橡胶板","A","2",""
"86","02551500820001100","电控箱支架II","D","1",""
