"序号","物料编码","名称及规格","版本","件数","备注"
"45","1040304402","弹垫","A","12",""
"46","1081013166","O型圈","A","1",""
"47","1081013167","O型圈","A","1",""
"48","1039814254","联接轴","A","1",""
"49","1040304391","尼龙挡圈","A","1",""
"50","1081013168","O型密封圈","A","1",""
"51","1119800332","大弹簧","A","12",""
"52","1119800333","小弹簧","A","12",""
"53","1040304392","调整垫圈","A","1",""
"54","1039814255","定片","A","4",""
"55","1039814256","动片","A","3",""
"56","1040008992","外六角螺栓","A","12",""
"57","1040304393","平垫圈","A","12",""
"58","1039814257","齿圈","A","1",""
"59","1040304403","内六角螺塞","A","1",""
"60","1040304346","组合垫","A","1",""
"61","1040304404","轴用挡圈","A","1",""
"62","1040304394","输出轴垫圈","A","1",""
"63","1050200892","轴承","A","1",""
"64","1081013169","油封","A","2",""
"65","1050202926","轴承","A","1",""
