"序号","物料编码","名称及规格","版本","件数","备注"
"25","1040301515","垫圈","A","20","GB/T97.1-2002"
"41","1040004509","螺栓","A","6","GB/T5783-2000"
"42","1040302489","垫圈","B","15","GB/T97.1-2002"
"43","1040004519","螺栓","A","15","GB/T5783-2000"
"44","02551700340001061","缩臂钢丝绳","A","2",""
"45","00771600301001460","耐磨垫片Ⅰ","B","6",""
"46","02551500320850000","缩臂滑轮销轴","A","2",""
"47","00771100300801050","滑轮罩右","C","1",""
"48","00771400300850000","缩臂滑轮","D","2",""
"49","00771400310001020","免润滑轴承","B","2",""
"50","00771100300801070","滑轮罩左","C","1",""
"51","00771100310890000","盖板焊件右","B","1",""
"52","00771100310880000","盖板焊件左","B","1",""
