"№ п/п","Код материалов","Наименование и спецификация","Кол-во","Примечание"
"66","00774000300001060","Крепительная планка","2",""
"67","00771600700001030","Ползун","2",""
"68","1040103115","Винт M8×65-8.8","7","JB/T70.1"
"69","00774000301400000","Верхняя пылезащитная щетка","1",""
"70","00774000301800000","Боковая пылезащитная щетка","2",""
"71","00774000301600000","Нижняя пылезащитная щетка","1",""
