"№ п/п","Код материалов","Наименование и спецификация","Кол-во","Примечание"
"35","1040301031","Болт M8×35-8,8","4","JB/T5783"
"36","00771407120601160","Гнутая пластина V","1",""
"37","1040301515","Шайба 8-200HV","4","GB/T97.1"
"38","1040004519","Болт M8×25-8,8","16","JB/T5783"
