"№ п/п","Код материалов","Наименование и спецификация","Кол-во","Примечание"
"1","1140115078","Прямой соединитель","1",""
"2","1010002208","Закрытый насос","1",""
"3","1140103405","Прямой соединитель","2",""
"4","1149901795","Прямой соединитель","1",""
"5","1140111770","Прямой соединитель","2",""
"6","114012828","Прямой соединитель","1",""
"7","1040004029","Болт M12x35-10.9","4","JB/T5783"
"8","1040302490","Шайба 12-200HV","4","JB/T97.1"
