"Item","Part Number","Description","Qty.","Remark"
"1","93000013","Spring Washer Ф5.1","12",""
"2","00001246","Screw  GB/T 70  M5 × 16","12",""
"3","93000109","Suction Pipe","1",""
"4","00009047","Fuel Level Sensor","1",""
"5","00001851","Bolt  GB/T 5783  M8 × 60","1",""
"6","00000609","Spring Washer  GB/T 93  8","1",""
"7","00000608","Flat Washer  GB/T 97.1  8","1",""
"8","92013750","Plate","1",""
"9","00000316","Clamp","1",""
"10","90003907","Plug","1",""
"11","50010424","Fuel Tank","1",""
"12","00002059","Bolt  GB/T 5783  M12 × 30","8",""
"13","93000017","Spring Washer Ф12.4","8",""
"14","50010418","Support","1",""
"15","00001114","Plug","1",""
"16","90028620","Filter","1",""
"17","93000105","Seal","1",""
"18","50010422","Cover","1",""
"19","93000014","Spring Washer Ф6.1","26",""
"20","00000743","Bolt  GB/T 5783  M6 × 20","26",""
