"Item","Part Number","Description","Qty.","Remark"
"1","93000014","Spring Washer Ф6.1","7",""
"2","00005201","Screw  GB/T 70  M6 × 50","3",""
"3","00002610","Tilt Sensor","2",""
"4","93300913","Spacer","3",""
"5","93000015","Spring Washer Ф8.2","8",""
"6","00002051","Screw  GB/T 70  M8 × 16","8",""
"7","93301087","Housing","1",""
"8","00000604","Screw  GB/T 70.1  M4×16","4",""
"9","93300032","Limit Switch Actuator","2",""
"10","93300007","Limit Switch","2",""
"11","93300343","Bracket, Limit Switch","1",""
"12","00002062","Screw  GB/T 70  M8 × 35","2",""
"13","00000610","Nut  GB/T 6170  M8","2",""
"14","93305785","Spring Washer Ф8.2","2",""
"15","93300344","Bracket","1",""
"16","00000743","Bolt  GB/T 5783  M6 × 20","4",""
"17","92049063","Support Tubes","2",""
"18","00000818","Bolt  GB/T 5783  M6 × 16","4",""
"19","00000621","Spring Washer  GB/T 93  6","4",""
"20","00002583","Flat Washer  GB/T 96.1  6","4",""
"21","93300347","Bracket, Limit Switch","1",""
"22","93301089","Housing","1",""
"23","00002411","Bolt  GB/T 5783  M10 × 45","4",""
"24","93000016","Spring Washer Ф10.2","4",""
"25","00001316","Fitting, Straight","1",""
"26","00001832","Fitting, 90°","1",""
"27","00006016","Fitting, Straight","1",""
"28","93300854","Pressure Sensor","1",""
"29","00012961","Steer Manifold (Refer to 1-9)","1",""
