"Item","Part Number","Description","Qty.","Remark"
"1","00006122","Bolt  GB/T 5786  M12×1.25 × 30","28",""
"2","00000815","Spring Washer  GB/T 93  12","32",""
"3","00000814","Flat Washer  GB/T 97.1  12","32",""
"4","92000111","Shim","48",""
"5","92000121","Sliding Block","6",""
"6","92009458","Plug","48",""
"7","92000169","Insert","32",""
"8","00005011","Bolt  GB/T 5786  M12×1.5 × 40","4",""
"9","50010692","Sliding Block","2",""
"10","92000109","Sliding Block","6",""
"11","50010701","Sliding Block","2",""
