"Item","Part Number","Description","Qty.","Remark"
"1","00000745","Bolt  GB/T 5783  M6 × 12","6",""
"2","93000014","Spring Washer Ф6.1","6",""
"3","93000127","Louver","1",""
"4","50011819","Bracket","1",""
"5","00000743","Bolt  GB/T 5783  M6 × 20","6",""
"6","00000621","Spring Washer  GB/T 93  6","6",""
"7","00000620","Flat Washer  GB/T 97.1  6","6",""
"8","00000995","Bolt  GB/T 5783  M8 × 30","8",""
"9","93000015","Spring Washer Ф8.2","16",""
"10","00000875","Bolt  GB/T 5783  M8 × 20","8",""
"11","50010412","Support","2",""
"12","93000324","Hydraulic Cooling Assembly","1",""
