"Item","Part Number","Description","Qty.","Remark"
"1","93000015","Spring Washer Ф8.2","36",""
"2","00000993","Bolt  GB/T 5783  M8 × 25","4",""
"3","00001163","Nut  GB/T 6182  M8","16",""
"4","93000514","Housing","1",""
"5","00001063","Bolt  GB/T 5783  M8 × 16","9",""
"6","93200310","Radiator","1",""
"7","93000513","Housing","1",""
"8","00000995","Bolt  GB/T 5783  M8 × 30","7",""
"9","00002923","Bolt  GB/T 5783  M12 × 55","2",""
"10","93000017","Spring Washer Ф12.4","2",""
"11","93000532","Rubber Mounting","2",""
"12","00001249","Nut  GB/T 6182  M12","2",""
"13","93000086","Rubber Mounting","3",""
"14","93000081","Bracket","1",""
"15","93000083","Bracket","1",""
"16","93300692","Bracket","1",""
