"Item","Part Number","Description","Qty.","Remark"
"1","93000016","Spring Washer Ф10.2","8",""
"2","00000674","Bolt  GB/T 5783  M10 × 20","4",""
"3","93000392","Filter","1",""
"--","00004696","Filter element","1",""
"4","93300786","Check Valve","1",""
"5","93000017","Spring Washer Ф12.4","6",""
"6","00001055","Bolt  GB/T 5783  M12 × 40","6",""
"7","00000678","Bolt  GB/T 5783  M10 × 25","4",""
"8","93000053","Bracket","1",""
"9","93000013","Spring Washer Ф5.1","12",""
"10","00003949","Bolt  GB/T 5783  M5 × 16","4",""
"11","00002205","DC Contactor","2",""
"12","","Fuse Holder Assembly (Refer to 7-2)","1",""
"13","93300324","Power Switch","1",""
"14","00003362","Screw  GB/T 70  M5 × 45","4",""
"15","00002246","Bolt  GB/T 5783  M5 × 12","8",""
"16","93000393","Filter","2",""
"--","00013697","Filter element","1",""
"17","93300854","Pressure Sensor","2",""
"18","92058380","Relief Valve (Refer to 2-5)","1",""
"19","93000015","Spring Washer Ф8.2","6",""
"20","00000875","Bolt  GB/T 5783  M8 × 20","6",""
"21","50010848","Bracket","1",""
"22","50010849","Plate","1",""
"23","00012241","Function Manifold (Refer to 2-6)","1",""
"24","00001316","Fitting, Straight","1",""
"25","00006016","Fitting, Straight","1",""
"26","00012596","Check Valve","1",""
