"Item","Part Number","Description","Qty.","Remark"
"30","93000016","Spring Washer Ф10.2","4",""
"31","00000678","Bolt  GB/T 5783  M10 × 25","4",""
"32","00000219","8902-10060 Pin, Lock","4",""
"33","93301095","Pin","2",""
"34","","Steer Cylinder Assembly (Refer to 5-1)","2",""
"35","93300424","8813-606535 Sleeve Bearing","4",""
"36","93000603","Knuckle","2",""
"37","93000886","Axle Pivot","2",""
"38","93301091","Pin","2",""
"39","93000601","Washer, Thrust","2",""
"40","93300224","8813-707570 Sleeve Bearing","4",""
"41","93200553","Support Arm","2",""
"42","","Axle Extend Cylinder Assembly (Refer to 
5-2)","2",""
"43","93000602","Washer, Thrust","2",""
"44","93300223","8813-120125120 Sleeve Bearing","4",""
"45","93000599","Washer, Thrust","2",""
"46","93000450","Support","2",""
"47","00002555","Screw  GB/T 70  M8 × 25","8",""
"48","93000015","Spring Washer Ф8.2","8",""
