"Item","Part Number","Description","Qty.","Remark"
"1","93305786","Spring Washer Ф10.2","2",""
"2","00000684","Bolt  GB/T 5783  M10 × 35","2",""
"3","93000394","Filter, Return Oil","1",""
"--","00013698","Filter element","1",""
"4","93000047","Seal","2",""
"5","93000048","Cover","1",""
"6","90012734","Vent Plug","1",""
"7","00000743","Bolt  GB/T 5783  M6 × 20","48",""
"8","93000014","Spring Washer Ф6.1","48",""
"9","93000046","Cover","1",""
"10","93300057","Temperature Sensor","1",""
"11","00001872","Filter Cartridge","1",""
"12","00000519","Filter Cartridge","1",""
"13","00001114","Plug","1",""
"14","00000518","Filter Cartridge","1",""
"15","93000017","Spring Washer Ф12.4","8",""
"16","00001055","Bolt  GB/T 5783  M12 × 40","4",""
"17","00009809","Plug","1",""
"18","00001249","Nut  GB/T 6182  M12","4",""
"19","93300098","Level Indicator","1",""
"20","50010405","Hydraulic Tank","1",""
