"Item","Part Number","Description","Qty.","Remark"
"1","00002238","Screw  GB/T 70  M10 × 35","8",""
"2","93000016","Spring Washer Ф10.2","14",""
"3","93300948","Housing","1",""
"4","00005262","Nut  GB/T 6182  M24","1",""
"5","00000623","Nut  GB/T 6182  M10","4",""
"6","93200128","Support","1",""
"7","93300704","Pin, Pivot","1",""
"8","10000041","Plate, Rubber","2",""
"9","93300705","Plate","1",""
"10","93300711","Bracket","1",""
"11","00000806","Screw  GB/T 70.3  M4×12","2",""
"12","00000674","Bolt  GB/T 5783  M10 × 20","2",""
"13","92100049","Washer","4",""
"14","93300021","Angle Sensor","1",""
"15","00000614","Screw  GB/T 70  M10 × 60","4",""
"16","00001054","Screw  GB/T 70  M4 × 12","2",""
