"Item","Part Number","Description","Qty.","Remark"
"1","92000139","Insert","12",""
"2","92009458","Plug","28",""
"3","92000143","Sliding Block","6",""
"4","92029615","Shim","18",""
"5","00000674","Bolt  GB/T 5783  M10 × 20","12",""
"6","00000679","Spring Washer  GB/T 93  10","12",""
"7","00000615","Flat Washer  GB/T 97.1  10","12",""
"8","00006121","Bolt  GB/T 5786  M12×1.25 × 25","4",""
"9","00000815","Spring Washer  GB/T 93  12","4",""
"10","00000814","Flat Washer  GB/T 97.1  12","4",""
"11","50010554","Shim","3",""
"12","50010555","Sliding Block","1",""
"13","92000169","Insert","4",""
