"Item","Part Number","Description","Qty.","Remark"
"1","00000830","Screw  GB/T 70.3  M6×16","12",""
"2","50007285","Cover","2",""
"3","00012374","893C-45254 Pin, Pivot","1","BA41RT"
"","00000476","893C-45210 Pin, Pivot","1","BA36RT"
"4","50011082","Shim","4",""
"5","50011083","Shim","4",""
"6","","Main Telescopic Cylinder Assembly (Refer 
to 5-8)","1",""
"7","00001055","Bolt  GB/T 5783  M12 × 40","1",""
"8","00000815","Spring Washer  GB/T 93  12","1",""
"9","00000814","Flat Washer  GB/T 97.1  12","1",""
"10","00002464","8902-12085 Pin, Lock","1",""
"11","00012372","895-45350 Pin, Pivot","1","BA41RT"
"","00012371","895-45306 Pin, Pivot","1","BA36RT"
