"Item","Part Number","Description","Qty.","Remark"
"1","92102516","Clamp","2",""
"2","00000623","Nut  GB/T 6182  M10","4",""
"3","93000016","Spring Washer Ф10.2","4",""
"4","93000807","Clamp","2",""
"5","92102515","Spark Arrester","1",""
"6","93000535","Clamp","1",""
"7","93000536","Bracket","1",""
"8","93000806","Bracket","1",""
"9","93000805","Connecting Pipe","1",""
"10","00000875","Bolt  GB/T 5783  M8 × 20","5",""
"11","93000015","Spring Washer Ф8.2","21",""
"12","00001163","Nut  GB/T 6182  M8","9",""
"13","93000874","Bracket","1",""
"14","00000995","Bolt  GB/T 5783  M8 × 30","7",""
"15","50011861","Turntable Hood (Left Middle)","1",""
"16","50011862","Engine Support","1",""
"17","93000803","Connecting Pipe","1",""
"18","93000808","Bracket","1",""
